CustomerID,Age,AnnualIncome_k,Tenure_Months,Recency_Days,Frequency_Purchases,MonetaryTotal,AvgOrderValue,NumWebPurchases,NumStorePurchases,NumCatalogPurchases,NumWebVisitsPerMonth,NumDealsPurchases,DiscountUsageRate,CartAbandonRate,ReturnRate,NumComplaints,LoyaltyPoints,EmailOpenRate,AppSessionMinPerMonth,SocialEngagementScore,WishlistItems,ReviewsWritten,CustomerServiceContacts,Spend_Electronics,Spend_Apparel,Spend_Grocery,Spend_HomeGoods,Spend_Beauty
CUST00323,41.1,50.6,51.3,168.4,3.8,153.9,37.55,2.3,1.0,0.5,1.4,0.8,0.113,0.111,0.145,0,87.0,0.047,11.0,6.1,1,0,0,18.99,22.9,71.56,33.24,7.21
CUST00324,34.6,69.5,31.5,20.8,17.8,901.03,46.94,10.2,4.5,3.1,12.5,11.6,0.714,0.557,0.112,1,1211.0,0.504,95.4,9.5,7,0,0,56.69,161.97,387.28,8.14,286.95
CUST00325,37.1,94.7,24.6,25.3,10.4,972.37,95.19,5.5,4.5,0.4,4.3,3.2,0.235,0.241,0.025,0,1650.0,0.23,52.0,4.7,6,0,0,39.75,101.39,300.82,222.97,307.44
CUST00326,54.0,35.4,68.4,77.0,4.0,292.87,78.93,2.3,2.0,0.0,1.1,0.9,0.184,0.24,0.214,1,199.0,0.062,13.2,2.6,1,0,4,123.29,12.65,136.82,10.46,9.65
CUST00327,20.3,28.7,13.8,3.9,28.2,1085.06,39.07,16.0,7.6,4.6,27.3,5.3,0.437,0.554,0.217,2,617.0,0.273,208.0,57.6,15,2,1,281.77,300.97,224.55,66.26,211.51
CUST00328,51.6,78.9,56.5,166.4,2.5,135.48,46.11,1.1,0.6,0.8,2.4,0.8,0.225,0.143,0.227,2,288.0,0.068,8.0,4.1,0,1,2,29.37,47.36,38.86,0.65,19.24
CUST00329,29.9,22.5,22.2,2.0,16.2,964.85,64.3,6.5,5.7,3.9,30.6,3.6,0.406,0.45,0.078,0,1070.0,0.303,203.4,46.9,15,1,1,131.73,330.47,145.42,42.15,315.08
CUST00330,46.6,62.3,33.0,16.4,20.0,719.79,37.53,8.0,9.3,2.7,18.2,11.8,0.628,0.343,0.107,0,937.0,0.348,72.8,34.4,11,1,0,65.77,237.3,160.02,246.46,10.24
CUST00331,29.5,41.4,33.1,12.7,21.3,1114.72,56.39,10.0,5.9,5.3,14.3,21.3,0.703,0.228,0.171,1,2016.0,0.304,60.5,52.1,12,1,4,31.07,151.66,608.2,258.35,65.44
CUST00332,65.1,73.0,67.2,153.6,2.5,110.12,47.59,0.8,0.7,1.0,2.0,0.1,0.226,0.213,0.114,6,420.0,0.046,14.1,5.1,1,0,3,19.26,11.03,71.35,6.88,1.61
CUST00333,41.3,100.1,61.4,10.1,30.1,4119.19,154.62,13.8,11.7,4.7,12.7,3.9,0.119,0.091,0.024,1,5774.0,0.541,83.1,33.1,3,6,0,788.47,254.14,1441.33,1013.81,621.44
CUST00334,54.7,123.2,50.2,10.2,12.5,1542.44,106.13,5.5,5.7,1.3,1.4,2.8,0.088,0.083,0.027,0,4239.0,0.495,17.0,30.3,8,7,1,300.64,64.32,708.36,357.72,111.39
CUST00335,43.3,109.3,55.7,8.6,25.5,2940.19,101.39,9.9,9.6,6.0,16.9,5.1,0.046,0.067,0.03,0,4079.0,0.925,123.9,13.3,6,8,2,1076.83,617.91,434.54,277.4,533.51
CUST00336,61.1,115.0,56.9,8.0,29.9,4060.34,134.41,15.9,12.9,1.1,14.5,3.8,0.095,0.088,0.02,1,5799.0,0.091,86.9,51.0,8,5,0,339.61,1558.4,39.04,455.9,1667.39
CUST00337,38.5,42.8,40.1,37.8,5.6,116.94,23.54,1.8,1.7,2.2,11.4,5.6,0.186,0.189,0.069,2,2421.0,0.35,26.4,20.8,7,0,1,30.08,38.8,11.43,29.04,7.59
CUST00338,40.9,54.4,67.1,160.1,2.1,67.82,31.19,0.9,0.8,0.4,1.9,1.9,0.202,0.106,0.133,2,266.0,0.035,13.8,2.6,1,0,2,8.22,1.75,28.44,20.07,9.34
CUST00339,27.1,49.5,15.2,11.3,16.9,944.82,63.16,8.3,8.3,0.3,26.7,6.3,0.185,0.272,0.05,0,1121.0,0.318,240.1,58.5,18,0,1,393.4,201.9,4.47,65.54,279.52
CUST00340,41.7,137.9,57.3,6.6,27.2,4553.03,144.1,8.6,10.2,8.3,6.0,2.5,0.053,0.068,0.043,0,4119.0,0.35,113.3,35.6,5,3,0,1847.15,355.38,269.85,1417.9,662.74
CUST00341,32.3,56.9,7.8,1.1,12.0,585.38,44.69,6.1,5.2,0.6,24.9,8.7,0.181,0.178,0.21,2,1252.0,0.161,118.1,57.2,21,3,1,168.6,146.83,41.68,45.8,182.48
CUST00342,31.4,33.1,11.4,11.9,11.2,682.0,59.35,6.2,2.8,2.2,23.4,8.0,0.403,0.557,0.185,0,590.0,0.225,204.5,50.5,10,2,0,406.52,154.05,19.89,8.64,92.9
CUST00343,55.5,46.6,65.8,6.3,27.2,3837.13,122.06,16.2,7.9,3.1,5.7,3.0,0.116,0.041,0.022,0,1818.0,0.42,76.6,25.4,8,4,0,742.86,1234.24,326.8,934.82,598.41
CUST00344,21.6,78.2,11.1,11.3,7.9,550.12,72.1,3.3,3.0,1.6,14.9,7.9,0.429,0.662,0.136,0,964.0,0.413,115.3,84.3,13,3,1,135.21,193.98,53.08,27.54,140.31
CUST00345,31.2,50.0,32.5,17.7,27.4,1184.82,43.25,13.7,12.2,1.5,10.9,16.2,1.0,0.458,0.107,0,839.0,0.219,73.3,57.7,11,0,0,81.71,316.95,416.59,95.46,274.1
CUST00346,52.4,40.7,62.0,60.1,3.4,47.72,17.35,1.1,1.6,0.7,2.6,0.8,0.141,0.276,0.22,3,457.0,0.049,2.7,6.0,0,0,1,2.92,4.2,27.77,1.99,10.84
CUST00347,45.5,48.2,1.0,87.1,2.6,119.69,47.15,0.8,0.7,1.1,4.0,1.2,0.126,0.239,0.223,4,206.0,0.031,14.0,1.9,0,0,2,29.7,4.3,69.02,4.84,11.82
CUST00348,40.3,193.6,34.1,11.7,22.3,3963.66,167.14,11.1,5.0,6.1,14.0,2.8,0.16,0.086,0.02,0,4295.0,0.606,151.1,33.2,7,7,0,739.07,1462.19,73.89,1140.15,548.36
CUST00349,46.5,60.5,41.6,32.3,22.5,874.05,39.13,7.5,9.9,5.1,14.7,20.8,0.667,0.401,0.102,1,2231.0,0.365,35.0,70.7,17,1,1,72.77,98.63,484.12,138.07,80.46
CUST00350,61.8,77.8,21.1,191.6,3.7,159.89,51.69,1.2,1.3,1.2,1.5,0.5,0.079,0.358,0.19,4,210.0,0.069,8.3,6.8,5,1,0,36.51,37.01,73.12,0.39,12.87
CUST00351,29.6,52.5,11.0,7.9,19.1,606.98,31.31,6.2,7.2,5.7,25.3,3.5,0.498,0.612,0.153,2,783.0,0.378,246.0,103.6,20,5,2,225.74,104.79,20.93,17.49,238.03
CUST00352,52.0,46.9,26.4,47.7,13.5,596.31,41.39,4.4,4.4,4.6,8.8,7.7,0.28,0.155,0.06,0,1885.0,0.368,49.2,38.7,6,0,2,156.84,110.24,92.98,121.94,114.31
CUST00353,48.4,71.3,63.1,0.0,2.3,116.96,52.27,0.8,1.0,0.5,2.4,1.4,0.168,0.298,0.189,3,291.0,0.026,7.1,6.1,2,0,2,22.61,31.03,23.41,4.75,35.16
CUST00354,46.9,91.6,30.1,7.7,30.2,4236.66,137.66,15.0,13.5,1.6,12.7,3.9,0.126,0.089,0.047,0,3970.0,0.827,123.4,26.2,6,6,0,1613.22,935.56,275.11,633.16,779.6
CUST00355,61.6,122.6,37.2,9.3,33.6,6237.54,188.26,19.5,13.9,0.2,13.4,0.6,0.068,0.058,0.032,0,4545.0,0.461,57.2,48.9,3,7,1,1111.27,3374.76,444.45,1019.05,288.01
CUST00356,39.9,65.3,44.7,148.5,2.1,109.15,48.4,0.8,0.8,0.5,2.0,0.8,0.212,0.216,0.279,4,490.0,0.065,10.3,1.4,0,0,4,1.28,27.61,67.93,3.48,8.86
CUST00357,47.9,113.8,48.8,10.5,23.9,3528.09,146.82,7.4,10.7,5.7,7.5,1.6,0.111,0.104,0.024,0,3926.0,0.621,98.5,45.7,7,4,1,1140.35,631.07,516.61,462.39,777.67
CUST00358,19.8,75.2,16.4,12.6,20.9,1946.92,83.21,10.9,5.6,4.4,28.8,8.2,0.209,0.4,0.011,2,1008.0,0.323,144.7,137.0,15,8,0,699.79,110.18,283.62,587.49,265.85
CUST00359,27.1,64.4,25.5,25.8,13.3,575.1,45.99,4.4,4.8,4.1,2.2,3.5,0.168,0.206,0.077,0,1317.0,0.446,23.7,18.1,7,0,1,15.51,169.0,83.75,124.14,182.71
CUST00360,27.5,54.2,10.5,15.9,20.0,1456.42,67.67,8.4,8.7,2.9,15.1,7.6,0.126,0.499,0.151,1,482.0,0.295,218.2,35.2,16,1,3,685.12,170.06,18.84,33.39,549.01
CUST00361,32.9,32.1,40.5,14.9,4.8,193.73,42.28,1.6,1.3,1.9,6.7,4.8,0.671,0.191,0.073,0,1134.0,0.527,116.7,40.6,9,3,3,29.79,75.53,85.64,1.12,1.65
CUST00362,54.2,55.8,91.6,226.6,3.0,250.69,70.11,1.7,1.0,0.3,2.1,2.0,0.198,0.179,0.205,3,237.0,0.063,10.2,7.9,0,1,1,11.22,8.18,170.26,21.55,39.48
CUST00363,29.1,75.4,11.7,6.6,17.7,1287.39,66.81,6.7,5.6,5.3,16.6,7.0,0.216,0.349,0.173,1,1211.0,0.162,225.3,63.8,15,3,2,160.88,643.69,80.47,188.19,214.17
CUST00364,28.6,57.1,15.2,11.5,17.5,1092.13,54.14,5.6,7.5,4.4,13.5,8.5,0.374,0.544,0.2,0,631.0,0.248,63.5,78.9,16,1,1,571.43,253.1,63.39,3.12,201.1
CUST00365,43.8,67.5,7.8,28.1,6.4,649.57,100.23,2.2,1.7,2.5,10.1,5.0,0.273,0.079,0.083,0,1157.0,0.308,39.2,4.2,4,0,1,292.03,37.9,39.99,151.95,127.7
CUST00366,36.0,62.0,20.3,16.9,26.9,726.41,33.13,15.6,12.9,0.0,19.8,14.5,0.109,0.567,0.103,1,2424.0,0.445,55.1,42.9,14,1,1,29.89,53.02,519.59,78.46,45.46
CUST00367,44.9,70.3,39.3,63.7,16.0,1296.7,83.45,8.3,7.6,0.2,8.6,1.9,0.252,0.262,0.051,0,2385.0,0.327,3.7,22.6,8,1,1,333.43,179.93,60.75,249.49,473.09
CUST00368,53.2,89.6,33.6,38.3,11.1,714.57,65.02,4.6,2.6,4.0,5.3,4.0,0.382,0.146,0.108,0,1967.0,0.478,54.4,9.2,4,1,0,190.37,204.36,137.66,51.49,130.7
CUST00369,32.5,49.5,29.4,22.8,16.6,822.35,54.12,7.8,8.1,0.8,8.6,3.4,0.757,0.364,0.12,1,1519.0,0.647,80.5,45.8,12,2,0,26.61,346.46,375.01,58.87,15.4
CUST00370,51.6,115.7,42.3,4.7,20.3,4110.96,197.56,6.5,9.7,4.2,12.1,1.9,0.011,0.067,0.022,0,4640.0,0.792,196.6,30.4,6,5,0,937.81,1014.32,508.05,817.38,833.4
CUST00371,42.8,114.1,38.7,8.8,24.8,4689.33,183.3,10.3,10.7,3.8,8.9,3.3,0.112,0.078,0.034,1,3375.0,0.395,42.1,16.9,8,5,0,480.92,2832.18,166.06,693.08,517.09
CUST00372,44.5,98.5,62.3,6.1,24.3,4603.01,204.62,10.3,5.7,8.3,12.2,1.0,0.136,0.058,0.022,0,4543.0,0.734,108.1,50.2,2,8,1,460.31,1404.92,352.91,1851.86,533.01
CUST00373,37.2,73.8,57.7,9.7,25.1,1012.96,43.44,7.7,8.4,9.0,11.6,3.3,0.053,0.103,0.017,0,3943.0,0.387,57.0,33.4,7,4,0,301.72,146.91,1.29,513.01,50.02
CUST00374,46.4,86.4,53.8,180.1,3.4,130.18,45.25,1.9,1.5,0.1,1.1,0.5,0.147,0.195,0.2,4,307.0,0.038,6.5,4.5,1,0,5,8.05,17.89,51.48,9.12,43.64
CUST00375,62.4,102.9,50.1,3.6,30.8,1940.88,58.9,17.9,11.9,0.9,12.5,4.6,0.069,0.091,0.022,0,4261.0,0.729,69.3,32.9,5,4,1,440.15,422.01,57.99,521.62,499.11
CUST00376,34.2,64.9,28.9,11.8,25.3,1441.44,44.85,11.1,12.4,1.8,17.1,17.5,0.873,0.384,0.151,0,1910.0,0.628,21.9,26.1,11,1,2,62.87,287.65,635.2,10.91,444.81
CUST00377,26.6,54.7,45.6,37.6,9.8,716.66,82.8,3.1,4.1,2.5,7.4,4.2,0.217,0.116,0.084,0,1480.0,0.183,32.5,31.3,5,2,0,242.69,103.95,154.6,170.99,44.43
CUST00378,25.3,99.8,56.8,9.8,26.0,2430.21,90.62,9.4,12.0,4.5,11.9,3.9,0.13,0.082,0.026,0,3972.0,0.703,54.3,36.0,13,6,1,623.06,741.42,29.55,733.12,303.07
CUST00379,48.0,56.5,30.9,24.3,13.5,1286.59,84.17,5.6,2.9,5.0,8.9,5.7,0.162,0.272,0.127,2,1433.0,0.175,26.6,13.2,6,1,0,252.66,120.25,377.57,148.18,387.93
CUST00380,38.2,40.0,15.2,15.8,20.7,596.8,28.12,12.3,8.9,0.0,16.1,15.3,0.69,0.181,0.167,0,2141.0,0.369,0.0,36.8,11,4,2,104.07,106.06,275.24,31.76,79.66
CUST00381,55.1,133.4,45.8,10.9,23.1,2834.42,104.86,12.0,10.2,0.9,8.1,3.8,0.133,0.096,0.04,0,4254.0,0.6,66.6,22.0,6,5,0,550.26,662.84,55.31,712.5,853.5
CUST00382,53.9,39.9,87.1,159.0,3.8,269.72,64.65,2.0,1.4,0.5,1.9,1.3,0.091,0.158,0.255,1,460.0,0.06,11.3,1.9,0,0,5,25.39,50.47,151.7,8.15,33.99
CUST00383,56.1,50.3,80.5,157.3,2.4,81.38,35.64,1.2,0.7,0.5,1.7,0.7,0.258,0.124,0.208,0,219.0,0.042,6.4,5.4,2,0,2,6.66,4.55,24.52,35.56,10.08
CUST00384,45.6,91.2,23.5,35.4,7.1,588.26,69.7,3.6,1.7,1.8,4.6,5.1,0.329,0.178,0.077,2,1575.0,0.221,37.3,29.1,3,2,1,58.62,99.22,146.73,210.85,72.84
CUST00385,59.3,92.4,60.6,37.2,2.8,167.47,61.82,1.6,1.2,0.0,1.0,0.9,0.149,0.23,0.246,2,205.0,0.062,2.8,7.2,1,0,3,10.79,17.47,88.19,14.05,36.97
CUST00386,41.2,99.1,36.2,43.6,7.5,345.68,44.97,3.4,1.8,2.3,9.0,2.4,0.277,0.114,0.112,0,1147.0,0.255,32.7,23.2,10,1,0,69.37,100.43,51.95,68.04,55.89
CUST00387,27.7,34.3,42.2,21.3,18.4,755.39,40.98,5.8,8.5,4.0,11.0,14.7,0.564,0.453,0.112,5,2404.0,0.463,80.1,41.2,6,2,1,30.18,154.75,438.21,96.66,35.59
CUST00388,31.9,132.2,34.2,6.7,19.5,1640.27,86.52,9.1,7.8,2.6,5.8,2.8,0.083,0.065,0.026,0,6810.0,0.591,79.2,21.2,5,7,1,371.66,356.69,23.63,731.31,156.98
CUST00389,63.6,64.4,38.7,154.1,5.3,261.65,53.59,2.2,2.1,1.0,3.0,0.7,0.216,0.292,0.148,2,307.0,0.043,11.6,3.5,0,0,0,10.79,16.53,161.95,10.07,62.3
CUST00390,36.1,60.6,51.6,38.2,3.4,177.64,52.32,1.8,1.6,0.0,13.2,3.4,0.181,0.345,0.079,0,1406.0,0.477,50.7,18.4,5,1,1,17.79,46.71,47.36,53.55,12.23
CUST00391,41.2,78.4,25.5,41.9,7.8,505.53,54.56,3.1,3.2,1.5,6.9,2.7,0.198,0.235,0.103,1,2186.0,0.258,26.5,29.6,3,1,0,72.08,140.4,58.5,85.39,149.16
CUST00392,18.9,73.5,16.2,15.4,20.9,998.19,54.81,9.0,7.2,4.6,20.1,9.8,0.425,0.421,0.137,3,1137.0,0.324,212.1,23.8,20,7,0,105.35,239.39,26.72,277.41,349.31
CUST00393,42.5,65.0,35.7,17.8,22.8,793.48,45.95,11.0,11.4,0.4,14.5,8.1,0.877,0.335,0.121,4,768.0,0.494,95.2,45.1,8,3,1,70.57,145.72,253.95,62.04,261.2
CUST00394,42.5,83.4,41.4,133.1,2.5,148.88,63.21,1.4,1.0,0.1,2.0,1.2,0.213,0.175,0.179,6,302.0,0.048,7.4,7.4,3,0,3,11.43,6.51,43.88,86.63,0.42
CUST00395,30.7,51.6,13.9,17.8,24.8,749.66,32.45,12.3,5.1,7.4,10.6,17.4,0.339,0.307,0.065,0,1502.0,0.439,24.2,58.5,13,2,1,112.88,179.64,347.74,7.84,101.55
CUST00396,43.3,85.3,31.7,38.1,16.3,1179.13,70.8,9.2,8.1,0.0,5.3,5.1,0.275,0.277,0.081,0,856.0,0.256,41.2,29.4,4,0,0,145.81,158.09,359.55,171.03,344.64
CUST00397,44.9,85.4,34.8,10.3,12.1,853.84,64.09,4.5,5.8,1.7,9.6,3.8,0.397,0.251,0.088,2,1819.0,0.287,19.4,30.4,4,1,0,156.49,150.37,136.29,176.93,233.78
CUST00398,34.2,36.0,18.0,8.1,10.9,843.07,76.73,4.8,3.8,2.3,25.4,5.3,0.248,0.2,0.168,1,642.0,0.264,22.1,73.1,18,1,0,268.3,279.8,46.32,61.4,187.26
CUST00399,67.5,63.6,84.6,139.2,3.2,153.85,50.84,1.4,0.7,1.1,2.9,0.7,0.12,0.306,0.2,2,374.0,0.058,8.9,4.9,1,0,3,25.16,17.3,38.34,70.29,2.76
CUST00400,52.8,74.3,67.9,125.3,4.4,211.09,43.81,2.2,1.1,1.1,1.8,0.6,0.222,0.128,0.181,0,317.0,0.028,8.9,0.0,0,0,5,0.02,64.2,78.39,34.67,33.81
CUST00401,46.0,85.7,45.8,7.5,27.7,4478.37,147.8,11.5,12.2,4.0,7.4,2.0,0.062,0.068,0.027,0,6159.0,0.417,104.5,40.9,3,1,0,676.05,1113.04,157.76,1639.55,891.97
CUST00402,31.8,84.6,32.9,17.7,6.4,542.29,91.63,2.0,2.6,1.8,10.1,4.2,0.175,0.168,0.121,0,3275.0,0.264,16.6,6.4,1,4,0,53.3,131.96,184.73,66.57,105.72
CUST00403,24.3,35.5,5.7,7.3,2.1,80.65,36.31,1.1,0.6,0.4,26.6,2.1,0.406,0.341,0.162,2,801.0,0.214,65.2,102.8,20,3,1,6.71,21.27,39.53,9.71,3.44
CUST00404,41.1,44.1,19.5,10.4,9.9,571.83,66.25,3.1,2.7,4.1,7.4,4.4,0.302,0.209,0.088,0,1582.0,0.362,17.0,31.8,3,5,0,21.05,128.55,63.47,262.94,95.82
CUST00405,31.6,48.9,26.8,12.1,16.9,940.54,61.93,5.2,5.3,6.4,14.7,16.9,0.773,0.397,0.13,0,841.0,0.378,69.5,3.5,5,2,5,17.59,309.13,491.4,26.41,96.0
CUST00406,44.5,36.0,40.3,29.6,10.7,548.91,51.67,4.0,3.8,2.9,8.7,5.2,0.347,0.278,0.045,0,1197.0,0.254,0.0,36.7,4,2,1,174.08,121.75,159.94,79.8,13.35
CUST00407,36.1,54.2,40.8,19.2,24.0,815.63,37.97,7.5,7.7,8.7,3.3,14.6,0.805,0.399,0.117,1,1803.0,0.491,29.0,50.6,20,2,4,121.16,20.8,432.43,82.46,158.78
CUST00408,33.0,116.6,31.8,3.1,27.9,4204.62,152.07,10.8,6.3,10.8,11.5,2.1,0.103,0.086,0.04,1,4213.0,0.63,127.2,61.3,8,3,0,1707.46,696.54,755.14,596.11,449.36
CUST00409,47.8,90.0,21.0,13.6,8.2,749.08,81.44,4.4,3.1,0.8,5.4,4.5,0.388,0.26,0.058,0,2119.0,0.312,33.0,28.0,6,3,0,247.3,48.28,187.81,163.15,102.54
CUST00410,29.9,92.7,49.4,0.6,29.7,1290.87,39.25,10.5,12.0,7.1,11.8,2.7,0.102,0.099,0.002,0,3636.0,0.211,58.0,41.5,5,4,0,506.21,353.64,125.71,151.52,153.79
CUST00411,28.1,28.0,19.6,5.8,25.0,827.72,33.89,12.9,9.6,2.5,19.6,10.1,0.561,0.427,0.111,0,1788.0,0.298,55.2,19.5,6,0,0,221.06,64.97,476.71,29.01,35.98
CUST00412,34.6,42.4,32.7,27.0,14.7,488.37,35.08,5.1,4.9,4.7,13.1,2.5,0.149,0.293,0.084,2,1664.0,0.453,46.8,27.0,1,3,0,73.09,82.79,135.94,133.54,63.02
CUST00413,19.4,106.0,24.0,48.5,7.5,507.29,65.11,3.9,2.8,0.7,4.5,5.5,0.235,0.244,0.078,0,1392.0,0.318,23.7,29.7,2,0,0,38.74,86.49,31.82,220.36,129.89
CUST00414,24.8,42.0,14.5,5.2,12.3,778.92,53.64,4.0,5.2,3.1,25.9,10.0,0.439,0.509,0.121,0,1027.0,0.234,144.4,88.6,17,2,1,185.92,290.94,81.8,63.8,156.47
CUST00415,62.2,52.6,66.8,74.8,4.0,162.48,38.61,2.2,1.0,0.8,2.5,0.3,0.213,0.148,0.165,4,301.0,0.063,13.1,1.6,0,0,2,29.67,10.07,97.31,1.58,23.85
CUST00416,25.2,37.7,15.1,9.3,5.4,218.65,37.34,2.4,2.5,0.6,42.0,5.4,0.292,0.597,0.225,0,1251.0,0.246,175.9,125.1,19,3,2,107.5,2.64,36.83,9.77,61.9
CUST00417,48.9,48.4,35.1,8.1,13.5,747.38,47.63,6.6,6.7,0.3,18.4,2.5,0.568,0.148,0.073,1,588.0,0.472,57.8,23.3,7,3,0,94.66,43.56,398.49,7.59,203.08
CUST00418,37.9,88.5,27.6,0.0,6.3,206.61,24.36,2.6,2.1,1.7,13.8,6.3,0.846,0.417,0.04,1,1659.0,0.436,68.6,41.7,8,3,2,49.02,26.57,70.79,4.13,56.09
CUST00419,57.9,59.0,16.7,164.8,0.9,40.93,51.09,0.3,0.3,0.3,2.2,0.4,0.247,0.098,0.309,0,322.0,0.063,8.1,3.0,1,0,4,8.12,0.21,25.77,4.09,2.74
CUST00420,46.8,64.8,56.1,61.1,3.0,128.72,53.19,1.7,0.9,0.3,2.7,0.7,0.2,0.284,0.238,3,287.0,0.057,7.4,6.9,0,0,2,7.87,5.4,39.76,24.16,51.53
CUST00421,63.2,69.8,67.8,183.1,2.1,43.43,25.3,1.2,0.5,0.3,2.2,1.4,0.255,0.15,0.281,4,220.0,0.021,5.6,3.9,0,0,1,11.8,5.84,6.44,3.04,16.3
CUST00422,54.9,71.6,87.9,130.0,3.2,123.89,35.55,1.3,0.8,1.1,2.5,1.1,0.09,0.158,0.243,2,336.0,0.036,12.5,2.7,2,0,2,10.06,34.14,19.4,26.77,33.53
CUST00423,52.4,87.3,59.4,5.2,21.7,4192.79,177.99,7.1,8.1,6.5,12.1,1.7,0.087,0.113,0.008,0,4116.0,0.343,148.2,0.0,10,4,0,1460.18,1117.42,197.82,819.01,598.35
CUST00424,24.6,49.5,18.1,9.4,22.6,1061.54,53.19,12.1,6.1,4.3,13.9,5.6,0.382,0.464,0.177,1,1153.0,0.249,142.2,23.2,13,2,0,542.64,288.69,5.52,24.14,200.56
CUST00425,34.6,70.5,55.9,4.1,16.7,2894.19,196.88,5.8,3.5,7.5,1.9,3.7,0.091,0.075,0.027,0,4492.0,0.438,83.4,39.6,3,5,0,907.11,573.42,230.78,1001.39,181.49
CUST00426,24.1,42.9,22.0,16.3,18.6,467.79,26.75,8.9,6.1,3.6,15.4,10.3,0.291,0.288,0.194,0,1070.0,0.227,95.2,70.8,21,2,1,91.17,28.01,22.27,21.22,305.11
CUST00427,31.1,76.5,21.7,4.1,9.8,340.6,38.44,5.7,4.4,0.0,27.8,4.6,0.487,0.707,0.15,1,778.0,0.099,164.3,63.1,29,3,0,42.77,186.73,14.21,2.49,94.4
CUST00428,39.4,58.4,42.5,28.1,12.8,1251.69,98.75,7.4,3.4,2.0,11.1,6.7,0.327,0.199,0.095,0,982.0,0.284,16.0,8.8,7,2,1,358.56,171.81,88.35,356.96,276.01
CUST00429,33.3,49.3,36.5,9.2,34.4,1586.19,52.01,11.4,15.1,7.9,21.2,14.9,0.92,0.32,0.032,0,1230.0,0.483,76.0,57.6,13,1,0,51.75,143.14,746.93,187.6,456.78
CUST00430,49.4,99.2,64.7,9.4,18.9,4370.42,225.86,10.3,8.1,0.4,10.1,2.0,0.135,0.068,0.038,0,4840.0,0.772,95.8,12.4,8,8,0,242.6,1636.95,170.65,1079.65,1240.56
CUST00431,37.4,85.2,61.6,6.6,30.5,5028.15,177.33,16.8,13.2,0.6,7.6,2.4,0.053,0.082,0.042,1,4812.0,0.418,131.6,36.8,4,6,0,1517.25,1766.1,356.32,1024.38,364.09
CUST00432,46.7,90.8,86.4,175.5,1.8,76.0,38.32,0.9,0.4,0.5,1.6,1.4,0.228,0.203,0.158,3,292.0,0.051,10.1,3.2,0,0,5,30.48,2.69,7.75,34.01,1.07
CUST00433,48.8,64.1,44.5,124.5,4.4,151.28,42.32,2.5,1.3,0.7,0.8,1.8,0.287,0.216,0.276,1,419.0,0.028,8.2,4.9,2,0,0,6.66,41.52,53.53,11.31,38.27
CUST00434,40.9,148.7,58.5,9.5,26.4,3630.64,117.66,12.5,10.9,3.0,12.8,2.8,0.057,0.07,0.037,0,6100.0,0.345,109.0,30.5,7,1,1,1077.6,880.77,94.86,1309.05,268.35
CUST00435,38.4,79.6,57.6,6.0,30.6,3953.63,146.28,15.4,11.9,3.4,10.3,3.3,0.069,0.089,0.01,0,5273.0,0.371,92.5,27.2,5,3,0,491.99,1389.37,87.0,1187.93,797.34
CUST00436,49.5,83.3,46.1,102.1,3.7,175.21,50.19,1.8,1.1,0.9,1.8,1.0,0.171,0.033,0.199,3,233.0,0.04,5.5,6.0,3,0,5,20.39,24.02,18.32,52.95,59.53
CUST00437,44.9,130.2,55.0,3.2,14.7,2240.61,128.92,4.5,6.2,4.0,7.0,2.8,0.084,0.067,0.032,1,5965.0,0.625,61.1,73.5,5,2,0,1123.27,587.75,222.98,222.42,84.19
CUST00438,45.5,73.4,44.7,42.1,10.9,1181.81,100.34,4.0,3.7,3.2,9.6,2.9,0.164,0.181,0.099,0,1623.0,0.403,50.8,20.9,3,1,3,413.45,72.47,209.6,306.35,179.94
CUST00439,56.9,58.2,47.9,137.2,3.4,102.28,45.57,1.7,1.1,0.6,2.2,1.4,0.252,0.228,0.139,3,325.0,0.046,5.9,4.1,0,0,1,7.56,0.22,51.78,20.64,22.07
CUST00440,35.0,95.3,60.2,9.9,27.6,2455.71,95.51,10.1,8.1,9.4,8.2,3.3,0.151,0.077,0.039,0,3334.0,0.517,146.5,11.9,4,2,0,1425.01,141.92,100.71,634.21,153.85
CUST00441,33.2,87.8,60.8,8.9,18.9,1365.62,70.77,10.8,6.9,1.2,11.2,4.8,0.025,0.07,0.016,0,4517.0,0.481,82.0,22.3,6,9,0,176.1,240.2,188.21,532.72,228.4
CUST00442,38.2,49.0,41.2,34.0,4.2,303.23,71.44,2.4,1.9,0.0,12.8,4.2,0.161,0.093,0.11,0,2385.0,0.282,17.3,14.6,5,1,2,114.46,26.65,64.61,76.91,20.59
CUST00443,42.6,35.6,38.7,20.5,27.5,1045.92,35.93,12.6,12.8,2.1,18.4,23.1,0.395,0.366,0.129,1,1698.0,0.652,17.8,46.7,12,1,1,379.3,157.67,278.23,62.61,168.1
CUST00444,44.2,61.7,30.2,9.2,27.1,454.44,18.55,12.9,5.7,8.5,19.9,9.9,0.577,0.423,0.126,0,767.0,0.48,25.2,36.7,12,3,2,3.21,94.83,322.95,2.46,30.99
CUST00445,42.1,67.7,36.0,49.2,5.4,386.21,62.16,2.9,2.1,0.3,7.3,5.4,0.189,0.152,0.08,1,865.0,0.461,40.6,25.0,5,1,2,137.13,69.68,79.64,42.05,57.72
